"1762814327667773721,""Wed Feb 28 12:17:41 +0000 2024"",""25"",""Seperti apa sih hubungan Presiden Joko Widodo dengan Prabowo Subianto? Bagaimana prosesnya? Tonton #Bicara cerita eks politikus PDI Perjuangan sekaligus Tim Kampanye Nasional Prabowo-Gibran Maruarar Sirait di https://t.co/Rm3oWlbtKc | Bicara https://t.co/GIs8SzTXJv"",""1762814327667773721"",""https://pbs.twimg.com/amplify_video_thumb/1762813879162408960/img/NVOY1c9iPc8umHUI.jpg"","""",""in"","""",""0"",""6"",""4"",""https://x.com/NarasiNewsroom/status/1762814327667773721"",""1158355819512991747"",""NarasiNewsroom""";;;;
"1762793909749686330,""Wed Feb 28 12:16:26 +0000 2024"",""2"",""@VIVAcoid Otaknya @AgusYudhoyono ketularan Gibran skrg"",""1762814010523783186"","""",""VIVAcoid"",""in"",""Balikpapan, Kalimantan Timur"",""0"",""0"",""0"",""https://x.com/rejal_ajib/status/1762814010523783186"",""178707598"",""rejal_ajib""";;;;
"1762786654870536583,""Wed Feb 28 12:15:20 +0000 2024"",""2"",""@fadlizon @prabowo Kata @gibran_tweet : Menjinakkan anjing cukup dengan memberinya tulang. Ahai."",""1762813734756745350"","""",""fadlizon"",""in"","""",""0"",""0"",""0"",""https://x.com/AlaxeAl/status/1762813734756745350"",""2495341280"",""AlaxeAl""";;;;
"1762771790492028980,""Wed Feb 28 12:14:58 +0000 2024"",""3"",""@DedynurPalakka @jokowi @prabowo @kaesangp demokrasi itu tidak mendukung kejahatannya .... jokowi ...ngacak acak pengadilan ....prabowo ngacak ngacak etika ...gibran ...ngacak acak logika ...."",""1762813642414944631"","""",""DedynurPalakka"",""in"","""",""0"",""1"",""0"",""https://x.com/FeriantoT/status/1762813642414944631"",""1515169489846906883"",""FeriantoT""";;;;
"1762660942062784616,""Wed Feb 28 12:14:44 +0000 2024"",""5"",""@stigmaddictz 2 3 ipk gibran nilai mu sangat mantap kawan"",""1762813581819855350"","""",""grotvrii"",""in"",""find new home"",""0"",""1"",""0"",""https://x.com/cileupeunggg/status/1762813581819855350"",""1249989603127218181"",""cileupeunggg""";;;;
"1762810790644699347,""Wed Feb 28 12:14:06 +0000 2024"",""0"",""@Bambangelf Jangan over estimate pandora yang diharapkan siapa tau kunci nya sengkuni para elit.. Ingat tidak berani memecat petugas partai.. Beraninya cuma sama anak kecil sekelas Gibran dan Boby.. "",""1762813425905029532"","""",""Bambangelf"",""in"",""free york"",""0"",""0"",""0"",""https://x.com/AbdulMuis58/status/1762813425905029532"",""1692335154222829568"",""AbdulMuis58""";;;;
"1762813414286758131,""Wed Feb 28 12:14:04 +0000 2024"",""1"",""Bahaya bgt matkul ini belum melaksanakan kuliah offline "",""1762813414286758131"","""","""",""in"",""👷‍♂️"",""0"",""0"",""0"",""https://x.com/bagaksara/status/1762813414286758131"",""985531121554276353"",""bagaksara""";;;;
"1762813398214115516,""Wed Feb 28 12:14:00 +0000 2024"",""10"",""Jokowi membantah Sidang Kabinet Paripurna secara spesifik membahas program makan siang dan susu gratis yang diusung pasangan Prabowo-Gibran. https://t.co/u1E5z6KjIW"",""1762813398214115516"","""","""",""in"","""",""3"",""28"",""2"",""https://x.com/detikcom/status/1762813398214115516"",""69183155"",""detikcom""";;;;
"1762343415248007168,""Wed Feb 28 12:13:50 +0000 2024"",""0"",""@Miduk17 @gibran_tweet Ni pendukungnya liat apa yah sama junjungan nya... "",""1762813357130993672"","""",""JhonSitorus_18"",""in"","""",""0"",""0"",""0"",""https://x.com/dhion8930289071/status/1762813357130993672"",""1726813403501768704"",""dhion8930289071""";;;;
"1762055305264050181,""Wed Feb 28 12:13:16 +0000 2024"",""0"",""@Detektifbelged1 @tajsmsh @Gerindra Bapak gak bisa baca ya? Saya sudah sebutkan. Dari APBN. Untuk menambah pemasukan APBN hilirisasi dan peningkatan tax ratio akan digalakkan di pemerintahan Prabowo-Gibran."",""1762813215095087395"","""",""Detektifbelged1"",""in"","""",""0"",""1"",""0"",""https://x.com/ChriestyanK/status/1762813215095087395"",""1286315128875397120"",""ChriestyanK""";;;;
"1762494342886035857,""Wed Feb 28 12:13:06 +0000 2024"",""0"",""@gibran_tweet Sehat selalu mas gibran....lindungi dan maafkan orang2 yg menghina mu karna mereka itu bagian dari orang2 yg kau pimpin nantinya."",""1762813171344326818"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/AhkmadUdin/status/1762813171344326818"",""1499411492344528897"",""AhkmadUdin""";;;;
"1762494342886035857,""Wed Feb 28 12:12:53 +0000 2024"",""0"",""@gibran_tweet Mau dong tweet ini dikasih ya pak https://t.co/GsuuZqPZ0M"",""1762813119179673724"",""https://pbs.twimg.com/media/GHbFLU2aEAApJgO.jpg"",""gibran_tweet"",""in"",""Picker Top List .. #1 "",""0"",""0"",""0"",""https://x.com/aquwinlagi/status/1762813119179673724"",""1750669287348740096"",""aquwinlagi""";;;;
"1762812920084500905,""Wed Feb 28 12:12:06 +0000 2024"",""9"","" Jika nanti KPU memutuskan Prabowo-Gibran menjadi presiden dan wakil presiden Partai Golkar siap mendukung dan berkontribusi dalam pemerintahan memberikan pengalaman ide dan gagasan demi kemajuan bangsa dan negara ini Ketua Dewan Pembina Partai Golkar Aburizal Bakrie https://t.co/Ilmk18OIZI"",""1762812920084500905"",""https://pbs.twimg.com/media/GHbFAftasAA7wCm.jpg"","""",""in"",""DKI Jakarta, Indonesia"",""0"",""1"",""46"",""https://x.com/golkarpedia/status/1762812920084500905"",""721898354502930433"",""golkarpedia""";;;;
"1762454689503912171,""Wed Feb 28 12:11:31 +0000 2024"",""0"",""@redrex3283 @LalompohAl69643 @pejuang_ptn23 @geloraco Nepotisme kalo bapaknnya yg ngajuin ini kan jelas pdip yg ngajuin dengan tujuan wakil ganjar nah berhubung petinggi partai byk yg gk setuju gagal lah gibran masuk mahfud setelah tau gibran kosong anis pun beberpa kali mendekati gibran untuk d jadikan wakil nya tp gagal jg"",""1762812773686472857"","""",""redrex3283"",""in"","""",""0"",""0"",""0"",""https://x.com/Cvx910/status/1762812773686472857"",""897667044195188736"",""Cvx910""";;;;
"1762812683387297828,""Wed Feb 28 12:11:09 +0000 2024"",""2"",""jarjit sudah tahu ipk gibran sedari dulu"",""1762812683387297828"","""","""",""in"","""",""0"",""1"",""1"",""https://x.com/315jt/status/1762812683387297828"",""1274255724151861249"",""315jt""";;;;
"1762812640882237800,""Wed Feb 28 12:10:59 +0000 2024"",""0"",""sekali 2 3 ipk gibran... bosen deh gue rasanay lu overproud pada dunia ingin menunjukkan kalo circke lo plng oke"",""1762812640882237800"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/kitschaan/status/1762812640882237800"",""1713515970189459457"",""kitschaan""";;;;
"1758290260986036624,""Wed Feb 28 12:10:45 +0000 2024"",""0"",""@gibran_tweet Masbro titip sengketa tanah saya melawan mafia tanah supaya mereka bangkrut dan ga bisa berbuat ulah lagi"",""1762812580580798587"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/PunyaGw23/status/1762812580580798587"",""1621715334809124865"",""PunyaGw23""";;;;
"1762812372014780668,""Wed Feb 28 12:09:55 +0000 2024"",""6"",""Keknya gua beneran harus doa novena buat minta petunjuk arah bener bener bingung milih beasiswa ikatan dinas atau ui "",""1762812372014780668"","""","""",""in"",""your future business man"",""0"",""3"",""0"",""https://x.com/lovinstudying/status/1762812372014780668"",""1698517789697294336"",""lovinstudying""";;;;
"1762812345649418525,""Wed Feb 28 12:09:49 +0000 2024"",""1"",""2.3 ipk gibran pond naravit tersayang aku kangen berat butuh updatean"",""1762812345649418525"","""","""",""in"",""read carrd!"",""1"",""0"",""1"",""https://x.com/naraslay/status/1762812345649418525"",""1440552193489207298"",""naraslay""";;;;
"1762793778270912613,""Wed Feb 28 12:09:16 +0000 2024"",""1"",""@HdNchannel @DrEvaChaniago Kalau jokowi masih ada...dan dilanjutkan dinasti si gibran kemudian aparat pengayom berubah menjadi aparat yg mengejar prestasi pribadi semata bukan utk demi masa depan negara..sampai kiamatpun tidak akan berubah....#DukungHakAngketDPR #DukungHakAngketDPR"",""1762812208101388676"","""",""HdNchannel"",""in"","""",""0"",""1"",""1"",""https://x.com/Didit3Ahmadi/status/1762812208101388676"",""1605189327533002752"",""Didit3Ahmadi""";;;;
"1762494342886035857,""Wed Feb 28 12:08:39 +0000 2024"",""0"",""@gibran_tweet twitnya sangat menarik :v"",""1762812054539551023"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/Vankadavii/status/1762812054539551023"",""1392990546185003009"",""Vankadavii""";;;;
"1762811947500904614,""Wed Feb 28 12:08:16 +0000 2024"",""8"",""Dua orang yang berkaitan dengan pasangan itu ditunjuk menjadi komisaris BUMN (badan usaha milik negara) Siti Zahra Aghnia istri Komandan Tim Kampanye Nasional Pemilih Muda Prabowo-Gibran Muhammad Arief Rosyid Hasan diangkat menjadi komisaris PT Pertamina Patra Niaga."",""1762811955511963718"","""",""tempodotco"",""in"",""Indonesia"",""0"",""1"",""3"",""https://x.com/tempodotco/status/1762811955511963718"",""18129942"",""tempodotco""";;;;
"1762811947500904614,""Wed Feb 28 12:08:15 +0000 2024"",""8"",""Belum lagi selesai rekapitulasi hasil penghitungan suara Pemilihan Umum 2024 bagi-bagi jatah untuk pendukung pasangan calon presiden dan wakil presiden Prabowo Subianto-Gibran Rakabuming Raka sudah dimulai."",""1762811951137300586"","""",""tempodotco"",""in"",""Indonesia"",""0"",""1"",""2"",""https://x.com/tempodotco/status/1762811951137300586"",""18129942"",""tempodotco""";;;;
"1762494342886035857,""Wed Feb 28 12:08:13 +0000 2024"",""0"",""@ochaa2192 @jaexxskwoals @maspandam @gibran_tweet Masalahnya gara2 Gibran pake produk zionis kah?"",""1762811944103460999"","""",""ochaa2192"",""in"","""",""0"",""0"",""0"",""https://x.com/134Kyou49796/status/1762811944103460999"",""1649080446339391489"",""134Kyou49796""";;;;
"1762811890793845007,""Wed Feb 28 12:08:00 +0000 2024"",""1"",""Amanah beliau beliau @elonmusk @erickthohir @HRHMBNSALMAAN sma seorang Wanita atas perintah pendosa MERAH PUTIH MADURA di buang... ahirmya TIDAK SAMPAI... jadi terpaksa sahabat kita @gibran_tweet untuk di sematkan... . Saya minta maaf wahai .. penjaga BAITULLAH"",""1762811890793845007"","""","""",""in"",""Pamekasan, Indonesia"",""0"",""0"",""0"",""https://x.com/HermanSpacex44/status/1762811890793845007"",""1735917115537068032"",""HermanSpacex44""";;;;
"1756162155924308173,""Wed Feb 28 12:07:58 +0000 2024"",""1"",""@akbarfaizal68 @TheCurut007 @jokowi @prabowo @gibran_tweet @luhut_binsar @bahlillahadalia nurani"",""1762811881251856639"","""",""akbarfaizal68"",""in"","""",""0"",""0"",""0"",""https://x.com/Penyair_Berdiri/status/1762811881251856639"",""1240137086331748352"",""Penyair_Berdiri""";;;;
"1762494342886035857,""Wed Feb 28 12:07:58 +0000 2024"",""0"",""@gibran_tweet Kenapa yg diquote selalu tweet2 yg gak penting kaya gini?"",""1762811878789796301"","""",""gibran_tweet"",""in"",""INFINITE, GOT7, iKON, GRAY"",""0"",""0"",""0"",""https://x.com/callmeBAE____/status/1762811878789796301"",""1001053118"",""callmeBAE____""";;;;
"1762494342886035857,""Wed Feb 28 12:07:04 +0000 2024"",""8"",""@YBILLIONAIRE_ID @gibran_tweet kasian jen esteh akan menjadi pembaca sejarah nanti bapaknya jadi anak haram konstitusi"",""1762811656009327024"","""",""YBILLIONAIRE_ID"",""in"",""Semarang, Jawa Tengah"",""0"",""0"",""0"",""https://x.com/Angga08672922/status/1762811656009327024"",""982308888186728449"",""Angga08672922""";;;;
"1762807543049707977,""Wed Feb 28 12:06:55 +0000 2024"",""0"",""@louvinterest Oke deh semoga tiba tiba muncul ide "",""1762811616205389992"","""",""readsvogue"",""in"",""your future business man"",""0"",""0"",""0"",""https://x.com/lovinstudying/status/1762811616205389992"",""1698517789697294336"",""lovinstudying""";;;;
"1762811489227043311,""Wed Feb 28 12:06:25 +0000 2024"",""0"",""Tujuannye menghajar prabowo karena dia titip gibran"",""1762811489227043311"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/alone_roomy/status/1762811489227043311"",""1739093826982322176"",""alone_roomy""";;;;
"1762811454083002425,""Wed Feb 28 12:06:16 +0000 2024"",""0"",""@prabowo @gibran_tweet BUAT APA NGAKU MENANG TAPI CURANG DISEMUA TOS...MENYERAHLAH"",""1762811454083002425"","""",""prabowo"",""in"","""",""0"",""0"",""0"",""https://x.com/HajralAgus50958/status/1762811454083002425"",""1743319676565012483"",""HajralAgus50958""";;;;
"1762807671185686979,""Wed Feb 28 12:06:06 +0000 2024"",""0"",""@alunarra Cowok gibran hehe."",""1762811411384987946"","""",""alunarra"",""in"",""Aluna."",""0"",""0"",""0"",""https://x.com/derapasifik/status/1762811411384987946"",""991979257143312384"",""derapasifik""";;;;
"1756162155924308173,""Wed Feb 28 12:05:46 +0000 2024"",""0"",""@akbarfaizal68 @jokowi @prabowo @gibran_tweet @luhut_binsar @bahlillahadalia Sejak awal muncul dg drama ada Ular di Rumdin Walikota Solo trs Maju Gub Jakarta Trs mobil ESEMKA trs ngucab jadi Presiden lebih mudah menyelesaikan masalah Jakarta dan diusung salah satu Partai trus muncul dari gorong Saya sdh tidak percaya"",""1762811327909937416"","""",""akbarfaizal68"",""in"","""",""0"",""0"",""0"",""https://x.com/Youddien/status/1762811327909937416"",""1331111607078842368"",""Youddien""";;;;
"1762811218216288733,""Wed Feb 28 12:05:20 +0000 2024"",""0"",""Prestasi Prabowo Bisa Jadi Ini Alasan Jokowi Memberikannya Gelar Jendral TNI Kehormatan @jokowi @prabowo @_TNIAU @tni_ad @_TNIAL_ @erickthohir @gibran_tweet https://t.co/fnoZveKEKU"",""1762811218216288733"","""","""",""in"",""Jember"",""0"",""0"",""0"",""https://x.com/Frensia_id/status/1762811218216288733"",""1749083889581297665"",""Frensia_id""";;;;
"1762777131342565728,""Wed Feb 28 12:05:19 +0000 2024"",""0"",""@benings_tj Yg saya liat sih pas belum diopinikan sebagai pemenang pilpres beliau tampak malu2 menunjukkan dukungan mgkn takut dibully Bu..ketika diopinikan sebagai pemenang pilpres akhirnya ngaku dan berbangga jg. Emangnya kalo dukung Prabowo - Gibran dari awal itu aib ya Bu ? "",""1762811212134547577"","""",""benings_tj"",""in"",""Tengah Roti Burger "",""0"",""1"",""0"",""https://x.com/HeroeTanpaU/status/1762811212134547577"",""1574310540528484353"",""HeroeTanpaU""";;;;
"1762494342886035857,""Wed Feb 28 12:02:41 +0000 2024"",""0"",""@gibran_tweet Ya Allah amit amit jabang bayi astagfirullahalazim ihhh nepobaby"",""1762810551670055283"","""",""gibran_tweet"",""in"",""💍"",""0"",""0"",""0"",""https://x.com/ouzje/status/1762810551670055283"",""772871477519495168"",""ouzje""";;;;
"1762494342886035857,""Wed Feb 28 12:02:18 +0000 2024"",""0"",""@gibran_tweet penyumbang IQ indo rata2 78."",""1762810454056001704"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/LieveLia/status/1762810454056001704"",""3224351934"",""LieveLia""";;;;
"1762494342886035857,""Wed Feb 28 12:01:52 +0000 2024"",""0"",""@imnotayu_ @gibran_tweet Harusnya kita yg sabar2"",""1762810343938752574"","""",""imnotayu_"",""in"",""💍"",""0"",""0"",""0"",""https://x.com/ouzje/status/1762810343938752574"",""772871477519495168"",""ouzje""";;;;
"1762383535468613760,""Wed Feb 28 12:01:44 +0000 2024"",""1"",""@Kanjeng2022 #DukungHakAngketDPR @gibran_tweet @jokowi malu ga ya ko bisa lolos @KPU_ID @bawaslu_RI @dkppri @DPR_RI @PDI_Perjuangan"",""1762810312343069099"","""",""Kanjeng2022"",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/Ganjar_Mahfud03/status/1762810312343069099"",""1637841258231271424"",""Ganjar_Mahfud03""";;;;
"1761916856095658069,""Wed Feb 28 12:01:26 +0000 2024"",""0"",""@Heizou_Angkasa @Rokib_saidani @Gerindra @prabowo @gibran_tweet @ganjarpranowo bang tenang bang dia juga doyan ngepekob kok https://t.co/mgblrJXXnC"",""1762810237558657300"",""https://pbs.twimg.com/media/GHbCjgvagAA01C-.jpg"",""Heizou_Angkasa"",""in"","""",""0"",""0"",""0"",""https://x.com/anem0urss/status/1762810237558657300"",""1535581423989469184"",""anem0urss""";;;;
"1762675968970469402,""Wed Feb 28 12:01:08 +0000 2024"",""0"",""@islah_bahrawi Mas @gibran_tweet silahkan rep Maaf bapak saya salah. "",""1762810162996474295"","""",""islah_bahrawi"",""in"",""Hogwarts Van Java"",""0"",""0"",""0"",""https://x.com/Ayanazahwa1/status/1762810162996474295"",""1312211180094537728"",""Ayanazahwa1""";;;;
"1762494342886035857,""Wed Feb 28 12:01:06 +0000 2024"",""0"",""@gibran_tweet wkwwkwkw"",""1762810153378947089"","""",""gibran_tweet"",""in"",""Manchester, Is My Heaven"",""0"",""0"",""0"",""https://x.com/Herrystel/status/1762810153378947089"",""3579817633"",""Herrystel""";;;;
"1762810089441030322,""Wed Feb 28 12:00:51 +0000 2024"",""6"",""Dijual Rumah secondary di limo Depok. Lt.118M2 Lb.108M2 Kt.3 Km.2 Listrik.1300 Legalitas SHM IMB Open price.780jt(nego)https://t.co/1gshLWSC2S.085694520578 @axdwin @aniesygmanies @nyonyahsyuuper @aniesygmanies @aligatormadali @AdamVelcro @cung_alberto @liek_mino https://t.co/bqLtVoH2b3"",""1762810089441030322"",""https://pbs.twimg.com/media/GHbCaMnbsAAVbj3.jpg"","""",""in"","""",""0"",""0"",""9"",""https://x.com/jualpropertyaj/status/1762810089441030322"",""1096791496563449856"",""jualpropertyaj""";;;;
"1762494342886035857,""Wed Feb 28 12:00:36 +0000 2024"",""0"",""@gibran_tweet tenang mas @gibran_tweet dia cuman capek ajja sama idup ny"",""1762810026622931048"","""",""gibran_tweet"",""in"","""",""0"",""0"",""0"",""https://x.com/ohlipeli/status/1762810026622931048"",""1720476870406463488"",""ohlipeli""";;;;
"1762803079102296251,""Wed Feb 28 12:00:14 +0000 2024"",""0"",""@KakMugi 23 ipk Gibran Baru tau ada anak namanya Milan"",""1762809932750229516"","""",""KakMugi"",""in"","""",""0"",""0"",""0"",""https://x.com/JeketiFreya/status/1762809932750229516"",""1441911663469363201"",""JeketiFreya""";;;;
"1762809874675589236,""Wed Feb 28 12:00:00 +0000 2024"",""7"",""Ada yang mau makan siang + susu gratis gaes? ️ Ini jadi salah satu program unggulan Prabowo Subianto-Gibran Rakabuming. Perkiraan biaya yang dibutuhin itu Rp400 triliun/tahun https://t.co/flC9SwBuGC #Infografis #CNNIndonesia https://t.co/UWl33PZNHv"",""1762809874675589236"",""https://pbs.twimg.com/media/GHBp9IBbgAAHG3_.jpg"","""",""in"","""",""0"",""4"",""1"",""https://x.com/CNNIndonesia/status/1762809874675589236"",""17128975"",""CNNIndonesia""";;;;
"1753285738341478725,""Wed Feb 28 11:59:33 +0000 2024"",""0"",""@RicKY_KCh Piye perasaan mbak sementara hasil QC dan RC KPU pak Prabowo menang Insya Allah tgl 20 Maret 2024 ketuk palu KPU pak Prabowo-Gibran benar2 menang Aamiin Yra"",""1762809764025938194"","""",""Budionotaslim3"",""in"","""",""0"",""0"",""0"",""https://x.com/Budionotaslim3/status/1762809764025938194"",""1395713255637585923"",""Budionotaslim3""";;;;
"1762638047953539424,""Wed Feb 28 11:58:59 +0000 2024"",""3"",""@noppysophie @dewapuci Thank you udh jelasin kak informasinya sangat berguna. Semoga yg buat tweet ga malas baca soalnya kalau malas baca jadi gibran"",""1762809618173136901"","""",""noppysophie"",""in"","""",""0"",""0"",""0"",""https://x.com/imgreyzyx/status/1762809618173136901"",""3947151920"",""imgreyzyx""";;;;
"1762809276450697497,""Wed Feb 28 11:58:52 +0000 2024"",""1"",""Namun keduanya kini sudah berdamai dan Budiman keluar dari partainya untuk mendukung penuh Prabowo-Gibran. Kemudian usai hampir 26 tahun karir militernya berhenti Prabowo kembali setelah dinaikkan jabatan menjadi Jenderal Kehormatan TNI hari ini. https://t.co/xSbvKi2g4l"",""1762809589744259564"",""https://pbs.twimg.com/media/GHbB-qcakAAz8Ma.jpg"",""eradotid"",""in"",""Jakarta Capital Region"",""0"",""1"",""0"",""https://x.com/eradotid/status/1762809589744259564"",""903229236051247104"",""eradotid""";;;;
